product_test_dtl_id,test_parameter_name,test_code,standard_value_type,standard_value_from,standard_value_to
150913,WEIGHT PER UNIT AREA,ELASTIC-ADHESIVE-BANDAGE-BP-[10490][ASL]-BP-14692,alphanumeric,NLT,130 GM/M²
150919,WEIGHT OF ADHESIVE MASS,ELASTIC-ADHESIVE-BANDAGE-BP-8-CM²X-4/P-[10430][ASL]-BP-14693,alphanumeric,[NLT,120 GM/M²]
150926,WEIGHT PER UNIT AREA,ELASTIC-ADHESIVE-BANDAGE-BP-8-CM²X-4/P-[10430][ASL]-BP-14693,alphanumeric,NLT,130 GM/M²
150936,WEFT,ELASTIC-CREPE-BANDAGE-4-INCH-[10231][ESL]-BP-14694,alphanumeric,NLT,140 GM/M²
41411,<p>Uniformity of weight (gm)</p>,ELNEURO-FORTE-CAPSSULE-NABL-4538,na,NULL,±5% of avg. wt
151064,<p>SPECIFIC OPTICAL ROTATION</p>,EMTRICITABINE-(HETERO)-IP-14706,alphanumeric,-125°, -150°
151126,<p>SPECIFIC OPTICAL ROTATION</p>,ENALAPRIL-MALEATE-IP-14711,alphanumeric,-41.0°, -43.5°
151145,OPTICAL ROTATION,ENALAPRIL-MALEATE-USP-14712,alphanumeric,-41.0°, 43.5°
151205,A-BEFORE    AGEING,ENDOTRACHEAL-TUBE-9.5-MM-[10208][ESL]-GENERAL-14719,na,NULL,MIN. 56 KGF/cm²
151211,A-BEFORE   AGEING,ENDOTRACHEAL-TUBE-9.5-MM-[10208][ESL]-GENERAL-14719,na,NULL,76 ± 4 IRHD
151199,A-BEFORE AGEING,ENDOTRACHEAL-TUBE-9.5-MM-[10208][ESL]-GENERAL-14719,na,NULL,MIN. 56 KGF/CM²
151212,<p>B-AFTER ACCELERATED AGEING AT 70&deg; &plusmn; 1&deg;C FOR 168 HOURS</p>,ENDOTRACHEAL-TUBE-9.5-MM-[10208][ESL]-GENERAL-14719,na,NULL,81±  4 IRHD
151206,B-AFTER  ACCELERATED   AGEING AT 70°? 1?C FOR 168 HOURS,ENDOTRACHEAL-TUBE-9.5-MM-[10208][ESL]-GENERAL-14719,na,NULL,MIN. 84 KGF/CM²
151200,B-AFTER ACCELERATED AGEING AT 70°? 1?C FOR 168 HOURS,ENDOTRACHEAL-TUBE-9.5-MM-[10208][ESL]-GENERAL-14719,na,NULL,MIN. 39.2 KGF/CM²
151197,B-WALL THICKNESS,ENDOTRACHEAL-TUBE-9.5-MM-[10208][ESL]-GENERAL-14719,na,NULL,1.2 MM ±0.2 MM
151227,A-BEFORE   AGEING,ENDOTRACHEAL-TUBE-CUFF-5-MM-[5529][ESL]-GENERAL-14720,na,NULL,76 ± 4 IRHD
151219,A-BEFORE AGEING,ENDOTRACHEAL-TUBE-CUFF-5-MM-[5529][ESL]-GENERAL-14720,na,NULL,MIN. 56 KGF/CM²
151228,B-AFTER  ACCELERATED   AGEING AT 70°? 1?C FOR 168 HOURS,ENDOTRACHEAL-TUBE-CUFF-5-MM-[5529][ESL]-GENERAL-14720,na,NULL,81 ± 4 IRHD
151220,B-AFTER ACCELERATED AGEING AT 70°? 1?C FOR 168 HOURS,ENDOTRACHEAL-TUBE-CUFF-5-MM-[5529][ESL]-GENERAL-14720,na,NULL,MIN. 39.2 KGF/CM²
151217,B-WALL THICKNESS,ENDOTRACHEAL-TUBE-CUFF-5-MM-[5529][ESL]-GENERAL-14720,na,NULL,1.2 MM ±0.2 MM
151245,A-BEFORE   AGEING,ENDOTRACHEAL-TUBE-DIA-4-MM-[10365][ESL]-GENERAL-14721,na,NULL,86 ± 4 IRHD
151239,A-BEFORE AGEING,ENDOTRACHEAL-TUBE-DIA-4-MM-[10365][ESL]-GENERAL-14721,na,NULL,MIN. 56 KGF/CM²
151246,<p>B-AFTER ACCELERATED AGEING AT 70&deg; &plusmn; 1&deg;C FOR 168 HOURS</p>,ENDOTRACHEAL-TUBE-DIA-4-MM-[10365][ESL]-GENERAL-14721,na,NULL,89 ± 4 IRHD
151240,B-AFTER ACCELERATED AGEING AT 70°? 1?C FOR 168 HOURS,ENDOTRACHEAL-TUBE-DIA-4-MM-[10365][ESL]-GENERAL-14721,na,NULL,MIN. 39.2 KGF/CM²
151237,B-WALL THICKNESS,ENDOTRACHEAL-TUBE-DIA-4-MM-[10365][ESL]-GENERAL-14721,na,NULL,0.6 MM ±0.1 MM
151265,A-BEFORE    AGEING,ENDOTRACHEAL-TUBE-DIA-4.5-MM-[10364][ESL]-GENERAL-14722,na,NULL,MIN. 105 KGF/cm²
151261,A-BEFORE   AGEING,ENDOTRACHEAL-TUBE-DIA-4.5-MM-[10364][ESL]-GENERAL-14722,na,NULL,86 ± 4 IRHD
151255,A-BEFORE AGEING,ENDOTRACHEAL-TUBE-DIA-4.5-MM-[10364][ESL]-GENERAL-14722,na,NULL,MIN. 56 KGF/CM²
151262,<p>B-AFTER ACCELERATED AGEING AT 70&deg; &plusmn; 1&deg;C FOR 168 HOURS</p>,ENDOTRACHEAL-TUBE-DIA-4.5-MM-[10364][ESL]-GENERAL-14722,na,NULL,89 ± 4 IRHD
151256,B-AFTER ACCELERATED AGEING AT 70°? 1?C FOR 168 HOURS,ENDOTRACHEAL-TUBE-DIA-4.5-MM-[10364][ESL]-GENERAL-14722,na,NULL,MIN. 39.2 KGF/CM²
151253,B-WALL THICKNESS,ENDOTRACHEAL-TUBE-DIA-4.5-MM-[10364][ESL]-GENERAL-14722,na,NULL,0.6 MM ±0.1 MM
151299,A-BEFORE    AGEING,ENDOTRACHEAL-TUBE-DIA-5-MM-CUFFED-[10366][ESL]-GENERAL-14724,na,NULL,MIN. 105 KGF/cm²
151295,A-BEFORE   AGEING,ENDOTRACHEAL-TUBE-DIA-5-MM-CUFFED-[10366][ESL]-GENERAL-14724,na,NULL,86 ± 4 IRHD
151289,A-BEFORE AGEING,ENDOTRACHEAL-TUBE-DIA-5-MM-CUFFED-[10366][ESL]-GENERAL-14724,na,NULL,MIN. 56 KGF/CM²
151296,<p>B-AFTER ACCELERATED AGEING AT 70&deg; &plusmn; 1&deg;C FOR 168 HOURS</p>,ENDOTRACHEAL-TUBE-DIA-5-MM-CUFFED-[10366][ESL]-GENERAL-14724,na,NULL,89 ± 4 IRHD
151290,B-AFTER ACCELERATED AGEING AT 70°? 1?C FOR 168 HOURS,ENDOTRACHEAL-TUBE-DIA-5-MM-CUFFED-[10366][ESL]-GENERAL-14724,na,NULL,MIN. 39.2 KGF/CM²
151287,B-WALL THICKNESS,ENDOTRACHEAL-TUBE-DIA-5-MM-CUFFED-[10366][ESL]-GENERAL-14724,na,NULL,1.0 MM ±0.1 MM
151280,A-BEFORE   AGEING,ENDOTRACHEAL-TUBE-DIA-5-MM-GENERAL-14723,na,NULL,86 ± 4 IRHD
151274,A-BEFORE AGEING,ENDOTRACHEAL-TUBE-DIA-5-MM-GENERAL-14723,na,NULL,MIN. 56 KGF/CM²
151281,<p>B-AFTER ACCELERATED AGEING AT 70&deg; &plusmn; 1&deg;C FOR 168 HOURS</p>,ENDOTRACHEAL-TUBE-DIA-5-MM-GENERAL-14723,na,NULL,89 ± 4 IRHD
151275,B-AFTER ACCELERATED AGEING AT 70°? 1?C FOR 168 HOURS,ENDOTRACHEAL-TUBE-DIA-5-MM-GENERAL-14723,na,NULL,MIN. 39.2 KGF/CM²
151272,B-WALL THICKNESS,ENDOTRACHEAL-TUBE-DIA-5-MM-GENERAL-14723,na,NULL,1.0 MM ±0.1 MM
151314,A-BEFORE    AGEING,ENDOTRACHEAL-TUBE-DIA-5.5-MM-GENERAL-14725,na,NULL,MIN. 105 KGF/cm²
151320,A-BEFORE   AGEING,ENDOTRACHEAL-TUBE-DIA-5.5-MM-GENERAL-14725,na,NULL,76 ± 4 IRHD
151308,A-BEFORE AGEING,ENDOTRACHEAL-TUBE-DIA-5.5-MM-GENERAL-14725,na,NULL,MIN. 56 KGF/CM²
151321,<p>B-AFTER ACCELERATED AGEING AT 70&deg; &plusmn; 1&deg;C FOR 168 HOURS</p>,ENDOTRACHEAL-TUBE-DIA-5.5-MM-GENERAL-14725,na,NULL,81 ± 4 IRHD
151315,B-AFTER  ACCELERATED   AGEING AT 70°? 1?C FOR 168 HOURS,ENDOTRACHEAL-TUBE-DIA-5.5-MM-GENERAL-14725,na,NULL,MIN. 84 KGF/CM²
151309,B-AFTER ACCELERATED AGEING AT 70°? 1?C FOR 168 HOURS,ENDOTRACHEAL-TUBE-DIA-5.5-MM-GENERAL-14725,na,NULL,MIN. 39.2 KGF/CM²
151306,B-WALL THICKNESS,ENDOTRACHEAL-TUBE-DIA-5.5-MM-GENERAL-14725,na,NULL,1.2 MM ±0.2 MM
151335,A-BEFORE    AGEING,ENDOTRACHEAL-TUBE-DIA-6-MM-GENERAL-14726,na,NULL,MIN. 105 KGF/cm²
151341,A-BEFORE   AGEING,ENDOTRACHEAL-TUBE-DIA-6-MM-GENERAL-14726,na,NULL,76 ± 4 IRHD
151329,A-BEFORE AGEING,ENDOTRACHEAL-TUBE-DIA-6-MM-GENERAL-14726,na,NULL,MIN. 56 KGF/CM²
151342,<p>B-AFTER ACCELERATED AGEING AT 70&deg; &plusmn; 1&deg;C FOR 168 HOURS</p>,ENDOTRACHEAL-TUBE-DIA-6-MM-GENERAL-14726,na,NULL,81 ± 4 IRHD
151336,B-AFTER  ACCELERATED   AGEING AT 70°? 1?C FOR 168 HOURS,ENDOTRACHEAL-TUBE-DIA-6-MM-GENERAL-14726,na,NULL,MIN. 84 KGF/CM²
151330,B-AFTER ACCELERATED AGEING AT 70°? 1?C FOR 168 HOURS,ENDOTRACHEAL-TUBE-DIA-6-MM-GENERAL-14726,na,NULL,MIN. 39.2 KGF/CM²
151327,B-WALL THICKNESS,ENDOTRACHEAL-TUBE-DIA-6-MM-GENERAL-14726,na,NULL,1.2 MM ±0.2 MM
151356,A-BEFORE    AGEING,ENDOTRACHEAL-TUBE-DIA-6.5-MM-GENERAL-14727,na,NULL,MIN. 105 KGF/cm²
151362,A-BEFORE   AGEING,ENDOTRACHEAL-TUBE-DIA-6.5-MM-GENERAL-14727,na,NULL,76 ± 4 IRHD
151350,A-BEFORE AGEING,ENDOTRACHEAL-TUBE-DIA-6.5-MM-GENERAL-14727,na,NULL,MIN. 56 KGF/CM²
151363,<p>B-AFTER ACCELERATED AGEING AT 70&deg; &plusmn; 1&deg;C FOR 168 HOURS</p>,ENDOTRACHEAL-TUBE-DIA-6.5-MM-GENERAL-14727,na,NULL,81± 4 IRHD
151357,B-AFTER  ACCELERATED   AGEING AT 70°? 1?C FOR 168 HOURS,ENDOTRACHEAL-TUBE-DIA-6.5-MM-GENERAL-14727,na,NULL,MIN. 84 KGF/CM²
151351,B-AFTER ACCELERATED AGEING AT 70°? 1?C FOR 168 HOURS,ENDOTRACHEAL-TUBE-DIA-6.5-MM-GENERAL-14727,na,NULL,MIN. 39.2 KGF/CM²
151348,B-WALL THICKNESS,ENDOTRACHEAL-TUBE-DIA-6.5-MM-GENERAL-14727,na,NULL,1.2 MM ±0.2 MM
151373,A-BEFORE AGEING,ENDOTRACHEAL-TUBE-DIA-7-MM-GENERAL-14729,na,NULL,MIN. 56 KGF/CM²
151380,B-AFTER  ACCELERATED   AGEING AT 70°? 1?C FOR 168 HOURS,ENDOTRACHEAL-TUBE-DIA-7-MM-GENERAL-14729,na,NULL,MIN. 84 KGF/CM²
151374,B-AFTER ACCELERATED AGEING AT 70°? 1?C FOR 168 HOURS,ENDOTRACHEAL-TUBE-DIA-7-MM-GENERAL-14729,na,NULL,MIN. 39.2 KGF/CM²
151371,B-WALL THICKNESS,ENDOTRACHEAL-TUBE-DIA-7-MM-GENERAL-14729,na,NULL,1.2 MM  ± 0.2 MM
151400,A-BEFORE    AGEING,ENDOTRACHEAL-TUBE-DIA-7.5-MM-GENERAL-14730,na,NULL,MIN. 105 KGF/cm²
151406,A-BEFORE   AGEING,ENDOTRACHEAL-TUBE-DIA-7.5-MM-GENERAL-14730,na,NULL,76 ± 4 IRHD
151394,A-BEFORE AGEING,ENDOTRACHEAL-TUBE-DIA-7.5-MM-GENERAL-14730,na,NULL,MIN. 56 KGF/CM²
151407,<p>B-AFTER ACCELERATED AGEING AT 70&deg; &plusmn; 1&deg;C FOR 168 HOURS</p>,ENDOTRACHEAL-TUBE-DIA-7.5-MM-GENERAL-14730,na,NULL,81 ± 4 IRHD
151401,B-AFTER  ACCELERATED   AGEING AT 70°? 1?C FOR 168 HOURS,ENDOTRACHEAL-TUBE-DIA-7.5-MM-GENERAL-14730,na,NULL,MIN. 84 KGF/CM²
151395,B-AFTER ACCELERATED AGEING AT 70°? 1?C FOR 168 HOURS,ENDOTRACHEAL-TUBE-DIA-7.5-MM-GENERAL-14730,na,NULL,MIN. 39.2 KGF/CM²
151392,B-WALL THICKNESS,ENDOTRACHEAL-TUBE-DIA-7.5-MM-GENERAL-14730,na,NULL,1.0 MM± 0.1 MM
151421,A-BEFORE    AGEING,ENDOTRACHEAL-TUBE-DIA-8-MM-GENERAL-14731,na,NULL,MIN. 105 KGF/cm²
151427,A-BEFORE   AGEING,ENDOTRACHEAL-TUBE-DIA-8-MM-GENERAL-14731,na,NULL,76 ± 4 IRHD
151415,A-BEFORE AGEING,ENDOTRACHEAL-TUBE-DIA-8-MM-GENERAL-14731,na,NULL,MIN. 56 KGF/CM²
151428,<p>B-AFTER ACCELERATED AGEING AT 70&deg; &plusmn; 1&deg;C FOR 168 HOURS</p>,ENDOTRACHEAL-TUBE-DIA-8-MM-GENERAL-14731,na,NULL,81 ± 4 IRHD
151422,B-AFTER  ACCELERATED   AGEING AT 70°? 1?C FOR 168 HOURS,ENDOTRACHEAL-TUBE-DIA-8-MM-GENERAL-14731,na,NULL,MIN. 84 KGF/CM²
151416,B-AFTER ACCELERATED AGEING AT 70°? 1?C FOR 168 HOURS,ENDOTRACHEAL-TUBE-DIA-8-MM-GENERAL-14731,na,NULL,MIN. 39.2 KGF/CM²
151413,B-WALL THICKNESS,ENDOTRACHEAL-TUBE-DIA-8-MM-GENERAL-14731,na,NULL,1.0 MM ±0.1 MM
151442,A-BEFORE    AGEING,ENDOTRACHEAL-TUBE-DIA-8.5-MM-GENERAL-14732,na,NULL,MIN. 105 KGF/cm²
151448,A-BEFORE   AGEING,ENDOTRACHEAL-TUBE-DIA-8.5-MM-GENERAL-14732,na,NULL,76 ± 4 IRHD
151436,A-BEFORE AGEING,ENDOTRACHEAL-TUBE-DIA-8.5-MM-GENERAL-14732,na,NULL,MIN. 56 KGF/CM²
151449,<p>B-AFTER ACCELERATED AGEING AT 70&deg; &plusmn; 1&deg;C FOR 168 HOURS</p>,ENDOTRACHEAL-TUBE-DIA-8.5-MM-GENERAL-14732,na,NULL,81 ± 4 IRHD
151443,B-AFTER  ACCELERATED   AGEING AT 70°? 1?C FOR 168 HOURS,ENDOTRACHEAL-TUBE-DIA-8.5-MM-GENERAL-14732,na,NULL,MIN. 84 KGF/CM²
151437,B-AFTER ACCELERATED AGEING AT 70°? 1?C FOR 168 HOURS,ENDOTRACHEAL-TUBE-DIA-8.5-MM-GENERAL-14732,na,NULL,MIN. 39.2 KGF/CM²
151434,B-WALL THICKNESS,ENDOTRACHEAL-TUBE-DIA-8.5-MM-GENERAL-14732,na,NULL,1.2 MM ±0.2 MM
151463,A-BEFORE    AGEING,ENDOTRACHEAL-TUBE-DIA-9-MM-[5533][ESL]-GENERAL-14733,na,NULL,MIN. 105 KGF/cm²
151469,A-BEFORE   AGEING,ENDOTRACHEAL-TUBE-DIA-9-MM-[5533][ESL]-GENERAL-14733,na,NULL,76 ± 4 IRHD
151457,A-BEFORE AGEING,ENDOTRACHEAL-TUBE-DIA-9-MM-[5533][ESL]-GENERAL-14733,na,NULL,MIN. 56 KGF/CM²
151470,<p>B-AFTER ACCELERATED AGEING AT 70&deg; &plusmn; 1&deg;C FOR 168 HOURS</p>,ENDOTRACHEAL-TUBE-DIA-9-MM-[5533][ESL]-GENERAL-14733,na,NULL,81 ± 4 IRHD
151464,B-AFTER  ACCELERATED   AGEING AT 70°? 1?C FOR 168 HOURS,ENDOTRACHEAL-TUBE-DIA-9-MM-[5533][ESL]-GENERAL-14733,na,NULL,MIN. 84 KGF/CM²
151458,B-AFTER ACCELERATED AGEING AT 70°? 1?C FOR 168 HOURS,ENDOTRACHEAL-TUBE-DIA-9-MM-[5533][ESL]-GENERAL-14733,na,NULL,MIN. 39.2 KGF/CM²
151455,B-WALL THICKNESS,ENDOTRACHEAL-TUBE-DIA-9-MM-[5533][ESL]-GENERAL-14733,na,NULL,1.6 MM ±0.2 MM
151484,A-BEFORE   AGEING,ENDOTRACHEAL-TUBE-UNCUFFED-5.5-MM-[10367][ESL]-GENERAL-14734,na,NULL,76 ± 4 IRHD
151478,A-BEFORE AGEING,ENDOTRACHEAL-TUBE-UNCUFFED-5.5-MM-[10367][ESL]-GENERAL-14734,na,NULL,MIN. 56 KGF/CM²
151485,<p>B-AFTER ACCELERATED AGEING AT 70&deg; &plusmn; 1&deg;C FOR 168 HOURS</p>,ENDOTRACHEAL-TUBE-UNCUFFED-5.5-MM-[10367][ESL]-GENERAL-14734,na,NULL,81 ± 4 IRHD
151479,B-AFTER ACCELERATED AGEING AT 70°? 1?C FOR 168 HOURS,ENDOTRACHEAL-TUBE-UNCUFFED-5.5-MM-[10367][ESL]-GENERAL-14734,na,NULL,MIN. 39.2 KGF/CM²
151476,B-WALL THICKNESS,ENDOTRACHEAL-TUBE-UNCUFFED-5.5-MM-[10367][ESL]-GENERAL-14734,na,NULL,1.2 MM ± 0.2 MM
151499,A-BEFORE   AGEING,ENDOTRACHEAL-TUBE-UNCUFFED-DISPOSABLE-2-MM-[10209][ESL]-GENERAL-14735,na,NULL,84 ± 4 IRHD
151493,A-BEFORE AGEING,ENDOTRACHEAL-TUBE-UNCUFFED-DISPOSABLE-2-MM-[10209][ESL]-GENERAL-14735,na,NULL,MIN. 56 KGF/CM²
151500,B-AFTER  ACCELERATED   AGEING AT 70°? 1?C FOR 168 HOURS,ENDOTRACHEAL-TUBE-UNCUFFED-DISPOSABLE-2-MM-[10209][ESL]-GENERAL-14735,na,NULL,89 ± 4 IRHD
151494,B-AFTER ACCELERATED AGEING AT 70°? 1?C FOR 168 HOURS,ENDOTRACHEAL-TUBE-UNCUFFED-DISPOSABLE-2-MM-[10209][ESL]-GENERAL-14735,na,NULL,MIN. 39.2 KGF/CM²
151491,B-WALL THICKNESS,ENDOTRACHEAL-TUBE-UNCUFFED-DISPOSABLE-2-MM-[10209][ESL]-GENERAL-14735,na,NULL,0.6 MM ±0.1 MM
151514,A-BEFORE   AGEING,ENDOTRACHEAL-TUBE-UNCUFFED-DISPOSABLE-2.5-MM-GENERAL-14736,na,NULL,86 ± 4 IRHD
151508,A-BEFORE AGEING,ENDOTRACHEAL-TUBE-UNCUFFED-DISPOSABLE-2.5-MM-GENERAL-14736,na,NULL,MIN. 56 KGF/CM²
151515,B-AFTER  ACCELERATED   AGEING AT 70°? 1?C FOR 168 HOURS,ENDOTRACHEAL-TUBE-UNCUFFED-DISPOSABLE-2.5-MM-GENERAL-14736,na,NULL,89 ± 4 IRHD
151509,B-AFTER ACCELERATED AGEING AT 70°? 1?C FOR 168 HOURS,ENDOTRACHEAL-TUBE-UNCUFFED-DISPOSABLE-2.5-MM-GENERAL-14736,na,NULL,MIN. 39.2 KGF/CM²
151506,B-WALL THICKNESS,ENDOTRACHEAL-TUBE-UNCUFFED-DISPOSABLE-2.5-MM-GENERAL-14736,na,NULL,0.6 MM ±0.1 MM
151529,A-BEFORE   AGEING,ENDOTRACHEAL-TUBE-UNCUFFED-DISPOSABLE-3-MM-GENERAL-14737,na,NULL,86 ± 4 IRHD
151523,A-BEFORE AGEING,ENDOTRACHEAL-TUBE-UNCUFFED-DISPOSABLE-3-MM-GENERAL-14737,na,NULL,MIN. 56 KGF/CM²
151530,B-AFTER  ACCELERATED   AGEING AT 70°? 1?C FOR 168 HOURS,ENDOTRACHEAL-TUBE-UNCUFFED-DISPOSABLE-3-MM-GENERAL-14737,na,NULL,89 ± 4 IRHD
151524,B-AFTER ACCELERATED AGEING AT 70°? 1?C FOR 168 HOURS,ENDOTRACHEAL-TUBE-UNCUFFED-DISPOSABLE-3-MM-GENERAL-14737,na,NULL,MIN. 39.2 KGF/CM²
151521,B-WALL THICKNESS,ENDOTRACHEAL-TUBE-UNCUFFED-DISPOSABLE-3-MM-GENERAL-14737,na,NULL,0.1 MM ±0.2 MM
151544,A-BEFORE   AGEING,ENDOTRACHEAL-TUBE-UNCUFFED-DISPOSABLE-3.5-MM-GENERAL-14738,na,NULL,86 ± 4 IRHD
151538,A-BEFORE AGEING,ENDOTRACHEAL-TUBE-UNCUFFED-DISPOSABLE-3.5-MM-GENERAL-14738,na,NULL,MIN. 56 KGF/CM²
151545,B-AFTER  ACCELERATED   AGEING AT 70°? 1?C FOR 168 HOURS,ENDOTRACHEAL-TUBE-UNCUFFED-DISPOSABLE-3.5-MM-GENERAL-14738,na,NULL,89 ± 4 IRHD
151539,B-AFTER ACCELERATED AGEING AT 70°? 1?C FOR 168 HOURS,ENDOTRACHEAL-TUBE-UNCUFFED-DISPOSABLE-3.5-MM-GENERAL-14738,na,NULL,MIN. 39.2 KGF/CM²
151559,A-BEFORE   AGEING,ENDOTRACHEAL-TUBE-UNCUFFED-DISPOSABLE-4-MM-GENERAL-14739,na,NULL,86 ± 4 IRHD
151553,A-BEFORE AGEING,ENDOTRACHEAL-TUBE-UNCUFFED-DISPOSABLE-4-MM-GENERAL-14739,na,NULL,MIN. 56 KGF/CM²
151560,B-AFTER  ACCELERATED   AGEING AT 70°? 1?C FOR 168 HOURS,ENDOTRACHEAL-TUBE-UNCUFFED-DISPOSABLE-4-MM-GENERAL-14739,na,NULL,89 ± 4 IRHD
151554,B-AFTER ACCELERATED AGEING AT 70°? 1?C FOR 168 HOURS,ENDOTRACHEAL-TUBE-UNCUFFED-DISPOSABLE-4-MM-GENERAL-14739,na,NULL,MIN. 39.2 KGF/CM²
151551,B-WALL THICKNESS,ENDOTRACHEAL-TUBE-UNCUFFED-DISPOSABLE-4-MM-GENERAL-14739,na,NULL,0.6 MM ±0.1 MM
151574,A-BEFORE   AGEING,ENDOTRACHEAL-TUBE-UNCUFFED-DISPOSABLE-4.5-MM-GENERAL-14740,na,NULL,86 ± 4 IRHD
151568,A-BEFORE AGEING,ENDOTRACHEAL-TUBE-UNCUFFED-DISPOSABLE-4.5-MM-GENERAL-14740,na,NULL,MIN. 56 KGF/CM²
151575,B-AFTER  ACCELERATED   AGEING AT 70°? 1?C FOR 168 HOURS,ENDOTRACHEAL-TUBE-UNCUFFED-DISPOSABLE-4.5-MM-GENERAL-14740,na,NULL,89 ± 4 IRHD
151569,B-AFTER ACCELERATED AGEING AT 70°? 1?C FOR 168 HOURS,ENDOTRACHEAL-TUBE-UNCUFFED-DISPOSABLE-4.5-MM-GENERAL-14740,na,NULL,MIN. 39.2 KGF/CM²
151566,B-WALL THICKNESS,ENDOTRACHEAL-TUBE-UNCUFFED-DISPOSABLE-4.5-MM-GENERAL-14740,na,NULL,0.6 MM ±0.1 MM
151589,A-BEFORE   AGEING,ENDOTRACHEAL-TUBE-UNCUFFED-DISPOSABLE-5-MM-[10214][ESL]-GENERAL-14741,na,NULL,86 ± 4 IRHD
151583,A-BEFORE AGEING,ENDOTRACHEAL-TUBE-UNCUFFED-DISPOSABLE-5-MM-[10214][ESL]-GENERAL-14741,na,NULL,MIN. 56 KGF/CM²
151590,<p>B-AFTER ACCELERATED AGEING AT 70&deg; &plusmn; 1&deg;C FOR 168 HOURS</p>,ENDOTRACHEAL-TUBE-UNCUFFED-DISPOSABLE-5-MM-[10214][ESL]-GENERAL-14741,na,NULL,89 ± 4 IRHD
151584,B-AFTER ACCELERATED AGEING AT 70°? 1?C FOR 168 HOURS,ENDOTRACHEAL-TUBE-UNCUFFED-DISPOSABLE-5-MM-[10214][ESL]-GENERAL-14741,na,NULL,MIN. 39.2 KGF/CM²
151581,B-WALL THICKNESS,ENDOTRACHEAL-TUBE-UNCUFFED-DISPOSABLE-5-MM-[10214][ESL]-GENERAL-14741,na,NULL,1.0 MM ±0.1 MM
151604,A-BEFORE   AGEING,ENDOTRACHEAL-TUBE-UNCUFFED-DISPOSABLE-DIA-2-MM-[10209][ESL]-GENERAL-14742,na,NULL,86 ± 4 IRHD
151598,A-BEFORE AGEING,ENDOTRACHEAL-TUBE-UNCUFFED-DISPOSABLE-DIA-2-MM-[10209][ESL]-GENERAL-14742,na,NULL,MIN. 56 KGF/CM²
151605,B-AFTER  ACCELERATED   AGEING AT 70°? 1?C FOR 168 HOURS,ENDOTRACHEAL-TUBE-UNCUFFED-DISPOSABLE-DIA-2-MM-[10209][ESL]-GENERAL-14742,na,NULL,89 ± 4 IRHD
151599,B-AFTER ACCELERATED AGEING AT 70°? 1?C FOR 168 HOURS,ENDOTRACHEAL-TUBE-UNCUFFED-DISPOSABLE-DIA-2-MM-[10209][ESL]-GENERAL-14742,na,NULL,MIN. 39.2 KGF/CM²
151596,B-WALL THICKNESS,ENDOTRACHEAL-TUBE-UNCUFFED-DISPOSABLE-DIA-2-MM-[10209][ESL]-GENERAL-14742,na,NULL,0.6 MM ±0.1 MM
151619,A-BEFORE     AGEING,ENDOTRACHEAL-UNCUFFED-TUBE-DIA-7-MM-(HARYANA)-GENERAL-14743,na,NULL,86 ± 4 IRHD
151613,A-BEFORE AGEING,ENDOTRACHEAL-UNCUFFED-TUBE-DIA-7-MM-(HARYANA)-GENERAL-14743,na,NULL,MIN. 56 KGF/CM²
151620,B-AFTER ACCELERATED AGEING AT 70°? 1?C  FOR  168  HOURS,ENDOTRACHEAL-UNCUFFED-TUBE-DIA-7-MM-(HARYANA)-GENERAL-14743,na,NULL,89 ± 4 IRHD
151614,B-AFTER ACCELERATED AGEING AT 70°? 1?C FOR 168 HOURS,ENDOTRACHEAL-UNCUFFED-TUBE-DIA-7-MM-(HARYANA)-GENERAL-14743,na,NULL,MIN. 39.2 KGF/CM²
151611,B-WALL THICKNESS,ENDOTRACHEAL-UNCUFFED-TUBE-DIA-7-MM-(HARYANA)-GENERAL-14743,na,NULL,1.0 MM ±0.1 MM
151714,<p>AVERAGE FILL</p>,EOPLATIN-INJECTION-(ZEE)-USP-14753,na,NULL,10 ML ± 5.0%
151715,<p>UNIFORMITY OF DOSAGE UNITS</p>,EOPLATIN-INJECTION-(ZEE)-USP-14753,na,NULL,± 9.0°OF AVG. FILL
151963,<p>SPECIFIC OPTICAL ROTATION</p>,ESCITALOPRAM-OXALATE-IP-14777,alphanumeric,+10.0°, +13.0?
152099,<p>SPECIFIC OPTICAL ROTATION (2%W/V SOLU.IN WATER)</p>,ESOMEPRAZOLE-SODIUM-STERILE-(OSPER)-GENERAL-14789,alphanumeric,+10.5°, +13.0?
152151,<p>IDENTIFICATION A</p>,ETAMSYLATE-BP-14795,alphanumeric,127°C , 134°C
152238,<p>SPECIFIC OPTICAL ROTATION</p>,ETHINYLOESTRADIOL-IP-14801,alphanumeric,-27°, -30°
152304,BOILING POINT,ETHYL-LACTATES-SOLUTION-GENERAL-14809,alphanumeric,NMT,154°C
152362,MELTING RANGE OR TEMPRATURE,ETHYL-VANILLIN-(IDEAL)-USP-14815,alphanumeric,76.0°, 78.0°
152401,<p>IDENTIFICATION B</p>,ETHYLPARABEN-USP-14819,alphanumeric,115°, 118°
152416,MELTING POINT,ETIZOLAM-GENERAL-14822,alphanumeric,196°C , 199°C
152571,LENGTH,ETOPOSIDE-(KABI)-GENERAL-14837,na,NULL,95% <200°?m
152572,WIDTH,ETOPOSIDE-(KABI)-GENERAL-14837,na,NULL,95% <20°?m
